playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,BA,PA,OBP,SLG,OPS,OPS_Plus,TB
abadfe01,2017,1,BOS,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
abreujo02,2017,1,CHW,AL,156,621,95,189,43,6,33,102,3,0,35,119,6,15,0,4,21,0.304,675,0.354,0.552,0.906,140,343
adamecr01,2017,1,COL,NL,12,13,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0.000,14,0.071,0.000,0.071,-80,0
adamsau02,2017,1,WSN,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
adamsla01,2017,1,ATL,NL,85,109,19,30,4,1,5,20,10,0,10,37,0,1,1,1,3,0.275,122,0.339,0.468,0.807,110,51
adamsma01,2017,1,ATL,NL,100,291,42,79,20,1,19,58,0,0,19,71,5,1,0,3,5,0.271,314,0.315,0.543,0.858,121,158
adamsma01,2017,2,STL,NL,31,48,4,14,2,0,1,7,0,0,4,17,0,0,0,1,0,0.292,53,0.340,0.396,0.735,94,19
adducji02,2017,1,DET,AL,29,83,14,20,6,2,1,10,1,1,10,27,0,0,0,0,1,0.241,93,0.323,0.398,0.720,90,33
adlemti01,2017,1,CIN,NL,27,29,0,3,1,0,0,2,0,0,0,10,0,0,3,0,0,0.103,32,0.103,0.138,0.241,-37,4
adriaeh01,2017,1,MIN,AL,70,162,30,43,9,2,2,24,8,1,16,25,1,1,1,6,0,0.265,186,0.324,0.383,0.707,90,62
aguilje01,2017,1,MIL,NL,133,279,40,74,15,2,16,52,0,0,25,94,1,4,0,3,8,0.265,311,0.331,0.505,0.837,114,141
ahmedni01,2017,1,ARI,NL,53,167,24,42,8,1,6,21,3,4,10,39,3,1,0,0,6,0.251,178,0.298,0.419,0.717,78,70
alberan01,2017,1,SEA,AL,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1.000,3,1.000,1.000,2.000,448,1
alberma01,2017,1,WSN,NL,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
albieoz01,2017,1,ATL,NL,57,217,34,62,9,5,6,28,8,1,21,36,0,3,1,2,3,0.286,244,0.354,0.456,0.810,112,99
albural01,2017,1,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
alcanar01,2017,1,CIN,NL,70,105,13,18,3,1,1,7,2,0,2,38,0,0,1,0,2,0.171,108,0.187,0.248,0.435,13,26
alcansa01,2017,1,STL,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
alexasc02,2017,1,KCR,AL,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000,3,0.000,0.000,0.000,-100,0
alfarjo01,2017,1,PHI,NL,29,107,12,34,6,0,5,14,0,0,3,33,1,4,0,0,2,0.318,114,0.360,0.514,0.874,129,55
alforan01,2017,1,TOR,AL,4,8,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0.125,8,0.125,0.250,0.375,-5,2
allenco01,2017,1,CLE,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
allengr01,2017,1,CLE,AL,25,35,7,8,1,0,1,6,1,0,2,8,0,1,0,1,0,0.229,39,0.282,0.343,0.625,63,12
almonab01,2017,1,CLE,AL,69,172,26,40,8,3,3,14,2,1,20,46,0,1,1,1,2,0.233,195,0.314,0.366,0.681,78,63
almoral01,2017,1,CHC,NL,132,299,39,89,18,1,8,46,1,0,19,53,1,0,3,2,8,0.298,323,0.338,0.445,0.782,101,133
alonsyo01,2017,1,SEA,AL,42,132,20,35,5,0,6,18,1,0,18,30,0,0,0,0,3,0.265,150,0.353,0.439,0.793,114,58
alonsyo01,2017,2,OAK,AL,100,319,52,85,17,0,22,49,1,0,50,88,6,2,0,0,6,0.266,371,0.369,0.527,0.896,140,168
altavda01,2017,1,SEA,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
altheaa01,2017,1,PHI,NL,107,372,58,101,24,5,19,65,5,4,32,104,2,7,0,1,12,0.272,412,0.340,0.516,0.856,124,192
altuvjo01,2017,1,HOU,AL,153,590,112,204,39,4,24,81,32,6,58,84,3,9,1,4,19,0.346,662,0.410,0.547,0.957,164,323
alvarhe01,2017,1,PHI,NL,3,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.000,6,0.000,0.000,0.000,-100,0
alvarjo02,2017,1,LAA,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
alvarpe01,2017,1,BAL,AL,14,32,4,10,1,0,1,4,0,0,2,10,0,0,0,0,0,0.313,34,0.353,0.438,0.790,112,14
amarial01,2017,1,COL,NL,96,168,22,40,10,0,3,19,1,0,7,38,0,0,1,0,5,0.238,176,0.269,0.351,0.620,52,59
anderbr04,2017,1,CHC,NL,6,7,0,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0.143,8,0.250,0.143,0.393,7,1
anderbr06,2017,1,MIA,NL,25,84,11,22,7,1,0,8,0,0,10,28,0,0,0,1,1,0.262,95,0.337,0.369,0.706,91,31
anderch01,2017,1,MIL,NL,24,52,1,7,1,0,0,3,0,0,0,29,0,0,3,0,1,0.135,55,0.135,0.154,0.288,-25,8
anderdr02,2017,1,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
anderti01,2017,1,CHW,AL,146,587,72,151,26,4,17,56,15,1,13,162,0,3,2,1,13,0.257,606,0.276,0.402,0.679,80,236
anderty01,2017,1,COL,NL,17,26,1,1,0,0,0,0,0,0,1,17,0,0,6,0,1,0.038,33,0.074,0.038,0.113,-71,1
andruel01,2017,1,TEX,AL,158,643,100,191,44,4,20,88,25,10,38,101,0,3,1,4,18,0.297,689,0.337,0.471,0.808,108,303
andujmi01,2017,1,NYY,AL,5,7,0,4,2,0,0,4,1,0,1,0,0,0,0,0,0,0.571,8,0.625,0.857,1.482,286,6
aokino01,2017,1,HOU,AL,70,202,28,55,12,1,2,19,5,2,15,29,1,2,1,4,11,0.272,224,0.323,0.371,0.694,93,75
aokino01,2017,2,TOR,AL,12,32,4,9,1,0,3,8,0,0,1,5,0,0,0,1,0,0.281,34,0.294,0.594,0.888,124,19
aokino01,2017,3,NYM,NL,27,102,16,29,7,1,0,8,5,0,13,10,0,1,0,0,1,0.284,116,0.371,0.373,0.743,99,38
aquinja01,2017,1,BAL,AL,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.000,2,0.000,0.000,0.000,-100,0
aranovi01,2017,1,PHI,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
archech01,2017,1,TBR,AL,3,8,1,2,0,0,0,1,0,0,0,3,0,0,0,0,1,0.250,8,0.250,0.250,0.500,39,2
arciaor01,2017,1,MIL,NL,153,506,56,140,17,2,15,53,14,7,36,100,9,1,2,3,10,0.277,548,0.324,0.407,0.731,89,206
arenano01,2017,1,COL,NL,159,606,100,187,43,7,37,130,3,2,62,106,9,4,1,6,21,0.309,680,0.373,0.586,0.959,132,355
armstsh01,2017,1,CLE,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
arrieja01,2017,1,CHC,NL,29,61,2,8,0,1,1,5,0,0,1,32,0,0,2,0,0,0.131,64,0.145,0.213,0.358,-9,13
arroybr01,2017,1,CIN,NL,15,26,0,4,0,0,0,0,0,0,0,10,0,0,3,0,0,0.154,29,0.154,0.154,0.308,-19,4
arroych01,2017,1,SFG,NL,34,125,9,24,5,0,3,14,1,2,8,32,1,1,0,1,4,0.192,135,0.244,0.304,0.548,45,38
ascheco01,2017,1,CHW,AL,19,57,5,6,1,0,1,4,0,0,3,21,1,2,0,0,1,0.105,62,0.177,0.175,0.353,-4,10
asheral01,2017,1,BAL,AL,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1,0.000,0.000,0.000,-100,0
astinba01,2017,1,CIN,NL,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000,1,0.000,0.000,0.000,-100,0
asuajca01,2017,1,SDP,NL,89,307,28,83,14,1,4,21,0,1,28,76,0,2,5,1,6,0.270,343,0.334,0.362,0.696,88,111
austity01,2017,1,NYY,AL,20,40,4,9,2,0,2,8,0,0,4,17,0,0,0,2,1,0.225,46,0.283,0.425,0.708,83,17
avilaal01,2017,1,CHC,NL,35,92,11,22,2,1,3,17,0,0,19,40,0,0,1,0,4,0.239,112,0.369,0.380,0.750,96,35
avilaal01,2017,2,DET,AL,77,219,30,60,11,0,11,32,0,1,43,80,2,1,0,1,6,0.274,264,0.394,0.475,0.869,129,104
avilalu01,2017,1,LAD,NL,58,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000,2,0.000,0.000,0.000,-100,0
avilemi01,2017,1,MIA,NL,37,86,5,20,2,0,1,8,0,0,6,15,2,2,3,0,3,0.233,97,0.298,0.291,0.589,61,25
axforjo01,2017,1,OAK,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
aybarer01,2017,1,SDP,NL,108,333,37,78,15,1,7,22,11,4,28,57,2,4,3,2,5,0.234,370,0.300,0.348,0.648,74,116
baderha01,2017,1,STL,NL,32,85,10,20,3,0,3,10,2,1,5,24,1,1,0,1,1,0.235,92,0.283,0.376,0.659,72,32
baezja01,2017,1,CHC,NL,145,469,75,128,24,2,23,75,10,3,30,144,15,1,6,2,10,0.273,508,0.317,0.480,0.796,103,225
baezpe01,2017,1,LAD,NL,61,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.000,2,0.500,0.000,0.500,52,0
bailean01,2017,1,LAA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
baileho02,2017,1,CIN,NL,17,28,4,7,2,0,0,0,0,0,0,11,0,0,7,0,0,0.250,35,0.250,0.321,0.571,48,9
bandaan01,2017,1,ARI,NL,7,5,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0.000,6,0.000,0.000,0.000,-100,0
bandyje01,2017,1,MIL,NL,60,169,14,35,6,0,6,18,1,0,15,51,0,4,0,0,5,0.207,188,0.287,0.349,0.636,65,59
barbajo01,2017,1,PIT,NL,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1,0.000,0.000,0.000,-100,0
barneau01,2017,1,LAD,NL,102,218,35,63,15,2,8,38,4,1,39,43,1,5,0,0,6,0.289,262,0.408,0.486,0.895,137,106
barneda01,2017,1,TOR,AL,129,336,34,78,14,0,6,25,7,2,18,64,0,2,5,1,13,0.232,362,0.275,0.327,0.602,57,110
barneda02,2017,1,TOR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
barneja01,2017,1,MIL,NL,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,1,1.000,0.000,0.000,0,0
barnema01,2017,1,BOS,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
barneto01,2017,1,TEX,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
barnhtu01,2017,1,CIN,NL,121,370,26,100,24,2,7,44,4,0,42,68,11,3,5,3,12,0.270,423,0.347,0.403,0.750,96,149
barraky01,2017,1,MIA,NL,62,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000,1,0.000,0.000,0.000,-100,0
barrefr02,2017,1,OAK,AL,25,71,10,14,1,2,2,6,2,0,5,33,0,0,0,0,1,0.197,76,0.250,0.352,0.602,62,25
barreja01,2017,1,ARI,NL,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
bastaan01,2017,1,PIT,NL,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,1,1.000,0.000,0.000,0,0
bauertr01,2017,1,CLE,AL,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000,3,0.000,0.000,0.000,-100,0
baumabu01,2017,1,SDP,NL,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
bautijo02,2017,1,TOR,AL,157,587,92,119,27,0,23,65,6,3,84,170,3,8,0,7,16,0.203,686,0.308,0.366,0.674,76,215
bautira01,2017,1,WSN,NL,17,25,2,4,0,0,0,0,0,0,2,5,0,0,0,0,1,0.160,27,0.222,0.160,0.382,2,4
beatope01,2017,1,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
beckch02,2017,1,CHW,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
beckhgo01,2017,1,SEA,AL,11,17,2,3,0,0,0,0,1,0,1,2,0,0,0,0,2,0.176,18,0.222,0.176,0.399,11,3
beckhti01,2017,1,TBR,AL,87,317,31,82,5,3,12,36,5,4,24,110,0,2,1,1,8,0.259,345,0.314,0.407,0.721,97,129
beckhti01,2017,2,BAL,AL,50,216,36,66,13,2,10,26,1,1,12,57,0,2,0,0,2,0.306,230,0.348,0.523,0.871,131,113
bedroca01,2017,1,LAA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
belisma01,2017,1,MIN,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
bellch02,2017,1,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
bellico01,2017,1,LAD,NL,132,480,87,128,26,4,39,97,10,3,64,146,13,1,0,3,5,0.267,548,0.352,0.581,0.933,142,279
belljo02,2017,1,PIT,NL,159,549,75,140,26,6,26,90,2,4,66,117,4,1,0,4,15,0.255,620,0.334,0.466,0.800,108,256
beltbr01,2017,1,SFG,NL,104,382,63,92,27,3,18,51,3,2,66,104,2,2,0,1,5,0.241,451,0.355,0.469,0.823,117,179
beltrad01,2017,1,TEX,AL,94,340,47,106,22,1,17,71,1,0,39,52,2,4,0,6,7,0.312,389,0.383,0.532,0.915,135,181
beltrca01,2017,1,HOU,AL,129,467,60,108,29,0,14,51,0,0,33,102,3,3,0,6,9,0.231,509,0.283,0.383,0.666,84,179
beninan01,2017,1,BOS,AL,151,573,84,155,26,1,20,90,20,5,70,112,7,6,1,8,16,0.271,658,0.352,0.424,0.776,103,243
benoijo01,2017,1,PHI,NL,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
benoijo01,2017,2,PIT,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
bergmch01,2017,1,SEA,AL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1,0.000,0.000,0.000,-100,0
berrijo01,2017,1,MIN,AL,3,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.200,5,0.200,0.200,0.400,9,1
berryqu01,2017,1,MIL,NL,7,3,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0.000,3,0.000,0.000,0.000,-100,0
betande01,2017,1,NYY,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
bethach01,2017,1,SDP,NL,8,7,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0.143,7,0.143,0.143,0.286,-23,1
bettich01,2017,1,COL,NL,9,11,1,1,0,0,0,1,0,0,1,6,0,0,3,0,0,0.091,15,0.167,0.091,0.258,-33,1
bettsmo01,2017,1,BOS,AL,153,628,101,166,46,2,24,102,26,3,77,79,9,2,0,5,9,0.264,712,0.344,0.459,0.803,108,288
biagijo01,2017,1,TOR,AL,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.000,3,0.000,0.000,0.000,-100,0
bibenau01,2017,1,TEX,AL,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.000,3,0.000,0.000,0.000,-100,0
birdgr01,2017,1,NYY,AL,48,147,20,28,7,0,9,28,0,0,19,42,0,2,0,2,2,0.190,170,0.288,0.422,0.710,84,62
blachty01,2017,1,SFG,NL,36,44,5,10,2,0,1,7,0,0,4,21,0,0,4,1,1,0.227,53,0.286,0.341,0.627,66,15
blackch02,2017,1,COL,NL,159,644,137,213,35,14,37,104,14,10,65,135,9,10,3,3,4,0.331,725,0.399,0.601,1.000,142,387
blackpa01,2017,1,OAK,AL,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.000,3,0.000,0.000,0.000,-100,0
blairaa01,2017,1,ATL,NL,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.000,2,1.000,1.000,2.000,433,1
blancan01,2017,1,PHI,NL,80,130,10,25,4,0,3,13,1,0,12,34,0,0,0,2,1,0.192,144,0.257,0.292,0.549,46,38
blancgr01,2017,1,ARI,NL,90,224,43,55,10,3,3,13,15,1,31,59,0,0,1,0,2,0.246,256,0.337,0.357,0.694,76,80
blantjo01,2017,1,WSN,NL,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,1,1.000,0.000,0.000,0,0
blashja01,2017,1,SDP,NL,61,164,24,35,6,0,5,16,1,2,28,66,0,2,0,1,5,0.213,195,0.333,0.341,0.675,83,56
blazemi01,2017,1,MIL,NL,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.000,2,0.000,0.000,0.000,-100,0
bleieri01,2017,1,BAL,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
blevije01,2017,1,NYM,NL,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
bogaexa01,2017,1,BOS,AL,148,571,94,156,32,6,10,62,15,1,56,116,6,6,0,2,17,0.273,635,0.343,0.403,0.746,95,230
bonifem01,2017,1,ATL,NL,38,38,2,5,1,1,0,3,0,0,1,9,0,0,4,1,1,0.132,44,0.150,0.211,0.361,-6,8
bonifjo01,2017,1,KCR,AL,113,384,55,98,15,1,17,40,1,1,35,118,0,2,0,1,8,0.255,422,0.320,0.432,0.752,97,166
bonilli01,2017,1,CIN,NL,7,6,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0.167,8,0.375,0.167,0.542,51,1
bormajo01,2017,1,PIT,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000,1,0.000,0.000,0.000,-100,0
boshebu01,2017,1,MIN,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
bostich01,2017,1,PIT,NL,20,27,6,8,2,0,0,1,0,1,4,9,0,1,0,0,0,0.296,32,0.406,0.370,0.777,107,10
bourjpe01,2017,1,TBR,AL,100,188,27,42,9,3,5,15,5,4,12,53,0,1,1,1,2,0.223,203,0.272,0.383,0.655,78,72
bourju01,2017,1,MIA,NL,108,377,52,109,18,0,25,83,1,0,47,95,7,1,0,4,10,0.289,429,0.366,0.536,0.902,139,202
bowmama01,2017,1,STL,NL,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000,1,0.000,0.000,0.000,0,0
boxbebr01,2017,1,TBR,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
boydma01,2017,1,DET,AL,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,3,0.333,0.333,0.667,78,1
brachbr01,2017,1,BAL,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
brachsi01,2017,1,ARI,NL,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
bradfch02,2017,1,NYM,NL,25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000,1,0.000,0.000,0.000,-100,0
bradlar01,2017,1,ARI,NL,60,4,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0.250,4,0.250,0.250,0.500,27,1
bradlja02,2017,1,BOS,AL,133,482,58,118,19,3,17,63,8,3,48,124,4,9,0,2,8,0.245,541,0.323,0.402,0.726,89,194
brantmi02,2017,1,CLE,AL,90,338,47,101,20,1,9,52,11,1,31,50,3,2,0,4,8,0.299,375,0.357,0.444,0.801,108,150
brantro01,2017,1,CHW,AL,13,31,4,9,1,0,2,5,0,0,3,14,0,2,0,0,0,0.290,36,0.389,0.516,0.905,142,16
braulst01,2017,1,PIT,NL,12,13,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0.231,13,0.231,0.308,0.538,40,4
braunry02,2017,1,MIL,NL,104,380,58,102,28,2,17,52,12,4,38,76,2,3,0,4,15,0.268,425,0.336,0.487,0.823,111,185
brebbjo01,2017,1,STL,NL,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1,0.000,0.000,0.000,-100,0
bregmal01,2017,1,HOU,AL,155,556,88,158,39,5,19,71,17,5,55,97,2,7,1,7,15,0.284,626,0.352,0.475,0.827,128,264
breslcr01,2017,1,MIN,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
briceau01,2017,1,CIN,NL,21,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.000,4,0.000,0.000,0.000,-100,0
brinsle01,2017,1,MIL,NL,21,47,2,5,0,1,2,3,1,0,7,17,1,1,0,0,0,0.106,55,0.236,0.277,0.513,34,13
brittza01,2017,1,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
brothre01,2017,1,ATL,NL,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
broxtjo01,2017,1,STL,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
broxtke01,2017,1,MIL,NL,143,414,66,91,15,4,20,49,21,7,40,175,1,7,1,1,3,0.220,463,0.299,0.420,0.719,85,174
bruceja01,2017,1,CLE,AL,43,149,21,37,9,2,7,26,1,0,18,37,0,1,0,1,2,0.248,169,0.331,0.477,0.808,108,71
bruceja01,2017,2,NYM,NL,103,406,61,104,20,0,29,75,0,1,39,102,0,1,0,2,9,0.256,448,0.321,0.520,0.841,118,211
brugmja01,2017,1,OAK,AL,48,143,12,38,2,0,3,12,1,2,18,38,1,0,0,1,1,0.266,162,0.346,0.343,0.688,89,49
bryankr01,2017,1,CHC,NL,151,549,111,162,38,4,29,73,7,5,95,128,5,15,0,6,8,0.295,665,0.409,0.537,0.946,143,295
buchaja01,2017,1,CIN,NL,4,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0.500,3,0.667,0.500,1.167,214,1
buchhcl01,2017,1,PHI,NL,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.000,2,0.000,0.000,0.000,-100,0
buchtry01,2017,1,SDP,NL,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
buchtry01,2017,2,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
buehlwa01,2017,1,LAD,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
bumgama01,2017,1,SFG,NL,15,34,4,7,0,0,3,5,0,0,2,11,0,0,0,0,1,0.206,36,0.250,0.471,0.721,86,16
