playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,BA,PA,OBP,SLG,OPS,OPS_Plus,TB
bummeaa01,2017,1,CHW,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
burnsbi02,2017,1,KCR,AL,7,6,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.167,6,0.167,0.167,0.333,-11,1
busenal01,2017,1,MIN,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
bushma01,2017,1,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
buterdr01,2017,1,KCR,AL,75,163,18,37,4,1,3,14,0,0,12,41,0,1,1,0,0,0.227,177,0.284,0.319,0.603,60,52
butleed01,2017,1,CHC,NL,12,15,0,1,0,0,0,0,0,0,1,6,0,0,3,0,0,0.067,19,0.125,0.067,0.192,-48,1
buxtoby01,2017,1,MIN,AL,140,462,69,117,14,6,16,51,29,1,38,150,2,4,5,2,1,0.253,511,0.314,0.413,0.728,94,191
cabreas01,2017,1,NYM,NL,135,479,66,134,32,0,14,59,3,2,50,83,1,5,1,5,19,0.280,540,0.351,0.434,0.785,107,208
cabreme01,2017,1,KCR,AL,58,223,24,60,13,2,4,29,1,2,11,22,0,1,0,3,12,0.269,238,0.303,0.399,0.702,85,89
cabreme01,2017,2,CHW,AL,98,397,54,117,17,0,13,56,0,0,25,52,1,1,2,3,7,0.295,428,0.336,0.436,0.771,107,173
cabremi01,2017,1,DET,AL,130,469,50,117,22,0,16,60,0,1,54,110,6,3,0,3,15,0.249,529,0.329,0.399,0.728,92,187
cahiltr01,2017,1,KCR,AL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000,1,0.000,0.000,0.000,-100,0
cahiltr01,2017,2,SDP,NL,9,13,1,4,1,0,0,2,0,0,1,3,0,0,3,0,0,0.308,17,0.357,0.385,0.742,100,5
cainlo01,2017,1,KCR,AL,155,584,86,175,27,5,15,49,26,2,54,100,1,5,0,2,20,0.300,645,0.363,0.440,0.803,112,257
cainma01,2017,1,SFG,NL,24,32,1,5,2,0,0,2,0,0,0,20,0,0,2,0,0,0.156,34,0.156,0.219,0.375,-1,7
calhoko01,2017,1,LAA,AL,155,569,77,139,23,2,19,71,5,1,71,134,4,8,0,6,10,0.244,654,0.333,0.392,0.725,97,223
calhowi01,2017,1,TEX,AL,13,34,3,9,0,0,1,4,0,0,2,7,0,1,0,0,0,0.265,37,0.324,0.353,0.677,77,12
calixor01,2017,1,SFG,NL,29,49,5,7,1,0,0,6,1,0,3,16,0,0,1,2,1,0.143,55,0.185,0.163,0.348,-6,8
callaja01,2017,1,NYM,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
camarjo01,2017,1,ATL,NL,82,241,30,72,21,2,4,27,0,0,12,51,2,0,2,1,5,0.299,256,0.331,0.452,0.783,104,109
candeje01,2017,1,CHC,NL,11,33,2,5,2,0,1,3,0,0,1,12,0,2,0,0,1,0.152,36,0.222,0.303,0.525,35,10
candeje01,2017,2,DET,AL,27,94,16,31,7,0,2,13,0,0,12,18,0,0,0,0,2,0.330,106,0.406,0.468,0.874,131,44
canhama01,2017,1,OAK,AL,57,173,16,36,13,1,5,14,2,0,7,56,0,6,0,1,5,0.208,187,0.262,0.382,0.644,72,66
canoro01,2017,1,SEA,AL,150,592,79,166,33,0,23,97,1,0,49,85,8,4,0,3,18,0.280,648,0.338,0.453,0.791,112,268
cappsca01,2017,1,SDP,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
caratvi01,2017,1,CHC,NL,31,59,6,15,3,0,1,2,0,0,4,13,1,3,0,0,3,0.254,66,0.333,0.356,0.689,80,21
cardust01,2017,1,COL,NL,15,28,2,4,0,0,0,3,0,0,3,7,0,1,0,0,0,0.143,32,0.250,0.143,0.393,2,4
carlesh01,2017,1,COL,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
carpema01,2017,1,STL,NL,145,497,91,120,31,2,23,69,2,1,109,125,4,9,2,5,5,0.241,622,0.384,0.451,0.835,120,224
carraca01,2017,1,CLE,AL,2,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.000,5,0.200,0.000,0.200,-40,0
carreez01,2017,1,TOR,AL,131,287,38,81,10,1,8,20,10,1,30,75,0,3,5,0,4,0.282,325,0.356,0.408,0.764,100,117
cartech02,2017,1,NYY,AL,62,184,20,37,5,1,8,26,0,0,20,76,0,2,0,2,5,0.201,208,0.284,0.370,0.653,71,68
casalcu01,2017,1,TBR,AL,9,9,2,3,0,0,1,3,0,0,3,3,0,0,0,1,0,0.333,13,0.462,0.667,1.128,205,6
cashnan01,2017,1,TEX,AL,2,5,0,1,0,0,0,1,0,0,0,2,0,0,1,1,0,0.200,7,0.167,0.200,0.367,-5,1
casteni01,2017,1,DET,AL,157,614,73,167,36,10,26,101,4,5,41,142,0,5,0,5,12,0.272,665,0.320,0.490,0.811,110,301
castifa01,2017,1,LAD,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
castilu02,2017,1,CIN,NL,14,29,0,2,0,0,0,1,0,0,1,11,0,0,3,0,0,0.069,33,0.100,0.069,0.169,-54,2
castiwe01,2017,1,BAL,AL,96,341,44,96,11,0,20,53,0,0,22,97,0,0,0,2,10,0.282,365,0.323,0.490,0.813,115,167
castrja01,2017,1,MIN,AL,110,356,49,86,22,0,10,47,0,0,45,108,1,4,1,1,10,0.242,407,0.333,0.388,0.720,93,138
castrmi01,2017,1,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
castrsi01,2017,1,OAK,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
castrst01,2017,1,NYY,AL,112,443,66,133,18,1,16,63,2,0,23,93,1,4,0,3,9,0.300,473,0.338,0.454,0.792,106,201
cecchga02,2017,1,NYM,NL,32,77,4,16,2,0,1,7,0,1,4,19,1,1,0,0,3,0.208,82,0.256,0.273,0.529,41,21
cecilbr01,2017,1,STL,NL,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1,0.000,0.000,0.000,-100,0
cecilda01,2017,1,TOR,AL,3,5,2,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0.400,5,0.400,1.200,1.600,294,6
centeju01,2017,1,HOU,AL,22,52,5,12,0,0,2,4,0,0,4,12,1,0,1,0,2,0.231,57,0.286,0.346,0.632,75,18
cervefr01,2017,1,PIT,NL,81,265,31,66,13,2,5,31,0,2,32,65,0,6,0,1,7,0.249,304,0.342,0.370,0.712,88,98
cervehu01,2017,1,MIA,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
cespeyo01,2017,1,NYM,NL,81,291,46,85,17,2,17,42,0,1,26,61,5,2,0,2,7,0.292,321,0.352,0.540,0.892,132,157
chacial01,2017,1,CIN,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
chacijh01,2017,1,SDP,NL,33,54,0,12,2,0,0,4,1,0,0,11,0,0,7,0,2,0.222,61,0.222,0.259,0.481,29,14
chafian01,2017,1,ARI,NL,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
chapmar01,2017,1,NYY,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
chapmma01,2017,1,OAK,AL,84,290,39,68,23,2,14,40,0,3,32,92,0,2,0,2,2,0.234,326,0.313,0.472,0.785,110,137
chatwty01,2017,1,COL,NL,33,39,5,6,1,0,0,2,0,0,1,9,0,0,7,0,0,0.154,47,0.175,0.179,0.354,-12,7
chaveje01,2017,1,LAA,AL,4,5,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0.000,6,0.000,0.000,0.000,-100,0
chenwe02,2017,1,MIA,NL,8,8,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0.125,8,0.125,0.125,0.250,-32,1
chiriro01,2017,1,TEX,AL,88,263,46,67,13,1,17,38,1,0,34,79,0,10,1,1,5,0.255,309,0.360,0.506,0.866,122,133
chiselo01,2017,1,CLE,AL,82,236,34,68,17,1,12,53,2,2,25,55,2,3,3,3,6,0.288,270,0.360,0.521,0.881,126,123
choiji01,2017,1,NYY,AL,6,15,2,4,1,0,2,5,0,0,2,5,0,0,0,1,1,0.267,18,0.333,0.733,1.067,169,11
choosh01,2017,1,TEX,AL,149,544,96,142,20,1,22,78,12,3,77,134,1,7,3,5,18,0.261,636,0.357,0.423,0.780,103,230
cingrto01,2017,1,CIN,NL,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
cingrto01,2017,2,LAD,NL,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
cishest01,2017,1,TBR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
claudal01,2017,1,TEX,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
clevimi01,2017,1,CLE,AL,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.000,3,0.000,0.000,0.000,-100,0
clippty01,2017,1,NYY,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
clippty01,2017,2,CHW,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
clippty01,2017,3,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
cobbal01,2017,1,TBR,AL,2,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.000,6,0.000,0.000,0.000,-100,0
coghlch01,2017,1,TOR,AL,36,75,7,15,2,0,1,5,0,0,9,22,0,2,1,1,2,0.200,88,0.299,0.267,0.566,51,20
coleaj01,2017,1,WSN,NL,11,14,0,2,0,0,0,0,0,0,2,5,0,0,0,0,0,0.143,16,0.250,0.143,0.393,6,2
colege01,2017,1,PIT,NL,32,55,3,9,1,0,1,3,0,0,1,21,0,0,12,0,1,0.164,68,0.179,0.236,0.415,8,13
colemdu01,2017,1,SDP,NL,27,66,6,15,3,0,4,9,1,0,2,33,0,2,0,1,1,0.227,71,0.268,0.455,0.722,89,30
collity01,2017,1,DET,AL,49,150,18,29,4,1,5,14,0,4,18,55,0,0,0,1,2,0.193,169,0.278,0.333,0.611,61,50
collmjo01,2017,1,ATL,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
colomal01,2017,1,TBR,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
colonba01,2017,1,ATL,NL,10,15,1,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0.000,15,0.000,0.000,0.000,-100,0
colonba01,2017,2,MIN,AL,2,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0.000,5,0.000,0.000,0.000,-100,0
colonch01,2017,1,MIA,NL,17,33,3,5,1,0,0,0,0,0,4,7,1,0,1,0,2,0.152,38,0.243,0.182,0.425,18,6
colonch01,2017,2,KCR,AL,7,17,1,3,0,0,0,0,0,0,1,3,0,0,1,0,2,0.176,19,0.222,0.176,0.399,9,3
confomi01,2017,1,NYM,NL,109,373,72,104,20,1,27,68,2,0,57,113,5,8,0,2,3,0.279,440,0.384,0.555,0.939,145,207
conlead01,2017,1,MIA,NL,20,24,3,3,0,0,0,0,0,0,2,14,0,0,6,0,0,0.125,32,0.192,0.125,0.317,-11,3
contrwi01,2017,1,CHC,NL,117,377,50,104,21,0,21,74,5,4,45,98,2,3,1,2,13,0.276,428,0.356,0.499,0.855,119,188
coopega03,2017,1,NYY,AL,13,43,3,14,5,1,0,6,0,0,1,12,0,0,0,1,0,0.326,45,0.333,0.488,0.822,113,21
corbipa01,2017,1,ARI,NL,33,56,6,7,0,1,0,0,0,0,6,28,0,0,8,0,0,0.125,70,0.210,0.161,0.370,-4,9
cordefr02,2017,1,SDP,NL,30,92,15,21,3,3,3,9,1,1,6,44,0,0,1,0,0,0.228,99,0.276,0.424,0.699,84,39
cordoal01,2017,1,SDP,NL,100,202,17,42,2,2,4,15,2,2,18,54,1,4,0,3,2,0.208,227,0.282,0.297,0.579,56,60
correca01,2017,1,HOU,AL,109,422,82,133,25,1,24,84,2,1,53,92,5,2,0,4,12,0.315,481,0.391,0.550,0.941,158,232
cosarja01,2017,1,SDP,NL,7,4,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0.000,6,0.000,0.000,0.000,-100,0
cottojh01,2017,1,OAK,AL,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000,2,0.000,0.000,0.000,-100,0
couloda01,2017,1,OAK,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
coveydy01,2017,1,CHW,AL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000,1,0.000,0.000,0.000,-100,0
cowarka01,2017,1,LAA,AL,50,102,18,23,5,1,3,11,4,2,10,28,1,3,2,0,4,0.225,117,0.313,0.382,0.695,89,39
cozarza01,2017,1,CIN,NL,122,438,80,130,24,7,24,63,3,0,62,78,0,3,0,4,5,0.297,507,0.385,0.548,0.933,141,240
crawfbr01,2017,1,SFG,NL,144,518,58,131,34,1,14,77,3,5,42,113,3,1,0,9,18,0.253,570,0.305,0.403,0.709,87,209
crawfjp01,2017,1,PHI,NL,23,70,8,15,4,1,0,6,1,0,16,22,0,0,0,1,1,0.214,87,0.356,0.300,0.656,78,21
crickky01,2017,1,SFG,NL,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
crockky01,2017,1,CLE,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
croncj01,2017,1,LAA,AL,100,339,39,84,14,1,16,56,3,2,22,96,0,7,0,3,5,0.248,373,0.305,0.437,0.741,99,148
cruzne02,2017,1,SEA,AL,155,556,91,160,28,0,39,119,1,1,70,140,7,12,0,7,15,0.288,645,0.375,0.549,0.924,146,305
cuetojo01,2017,1,SFG,NL,25,46,3,4,0,0,0,3,0,0,1,15,0,0,4,1,0,0.087,52,0.104,0.087,0.191,-48,4
culbech01,2017,1,LAD,NL,15,13,0,2,1,0,0,1,0,0,2,4,0,0,0,0,2,0.154,15,0.267,0.231,0.497,34,3
curtiza01,2017,1,PHI,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
cuthbch01,2017,1,KCR,AL,58,143,10,33,7,0,2,18,0,0,9,39,0,0,0,1,2,0.231,153,0.275,0.322,0.596,58,46
darnach01,2017,1,SDP,NL,22,49,5,7,2,0,1,3,5,1,2,17,1,0,0,0,0,0.143,51,0.176,0.245,0.421,12,12
darnach01,2017,2,ATL,NL,11,8,5,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0.375,10,0.500,0.375,0.875,138,3
darnach01,2017,3,BOS,AL,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1,1.000,1.000,2.000,430,1
darnatr01,2017,1,NYM,NL,112,348,39,85,19,1,16,57,0,0,23,59,3,2,0,3,12,0.244,376,0.293,0.443,0.735,91,154
darviyu01,2017,1,LAD,NL,9,17,0,1,0,0,0,0,0,0,1,14,0,0,2,0,0,0.059,20,0.111,0.059,0.170,-53,1
davidma02,2017,1,CHW,AL,118,414,43,91,16,1,26,68,0,1,19,165,0,5,0,5,12,0.220,443,0.260,0.452,0.711,87,187
davieza02,2017,1,MIL,NL,32,48,7,6,2,0,0,3,0,0,7,15,0,0,14,0,1,0.125,69,0.236,0.167,0.403,9,8
davisch02,2017,1,BAL,AL,128,456,65,98,15,1,26,61,1,1,61,195,4,3,0,4,7,0.215,524,0.309,0.423,0.732,95,193
davisjd01,2017,1,HOU,AL,24,62,8,14,4,0,4,7,1,1,4,20,0,1,0,1,3,0.226,68,0.279,0.484,0.763,107,30
daviskh01,2017,1,OAK,AL,153,566,91,140,28,1,43,110,4,0,73,195,1,6,0,7,20,0.247,652,0.336,0.528,0.864,130,299
davisra01,2017,1,OAK,AL,100,300,49,70,17,2,5,18,26,6,26,70,1,0,1,1,10,0.233,328,0.294,0.353,0.647,76,106
davisra01,2017,2,TOT,AL,117,336,56,79,19,2,5,20,29,7,27,83,1,1,1,1,12,0.235,366,0.293,0.348,0.641,74,117
davisra01,2017,3,BOS,AL,17,36,7,9,2,0,0,2,3,1,1,13,0,1,0,0,2,0.250,38,0.289,0.306,0.595,57,11
davisro03,2017,1,CIN,NL,7,6,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,0.167,8,0.286,0.333,0.619,62,2
davista01,2017,1,CHC,NL,8,13,1,3,1,0,0,1,0,0,0,4,0,0,0,0,0,0.231,13,0.231,0.308,0.538,38,4
daviswa01,2017,1,CHC,NL,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
daytogr01,2017,1,LAD,NL,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
deazaal01,2017,1,WSN,NL,28,62,8,12,2,3,0,9,1,0,3,16,1,0,3,2,1,0.194,70,0.224,0.323,0.546,39,20
deckeja01,2017,1,OAK,AL,17,50,4,10,1,1,0,1,1,1,8,17,0,1,3,0,1,0.200,62,0.322,0.260,0.582,62,13
degroja01,2017,1,NYM,NL,34,71,6,15,1,0,1,4,1,0,2,22,0,0,4,0,0,0.211,77,0.233,0.268,0.500,33,19
dejonpa01,2017,1,STL,NL,108,417,55,119,26,1,25,65,1,0,21,124,1,4,0,1,8,0.285,443,0.325,0.532,0.857,121,222
delarru01,2017,1,ARI,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
delgara01,2017,1,ARI,NL,25,8,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0.000,9,0.000,0.000,0.000,-100,0
delmoni01,2017,1,CHW,AL,43,141,25,37,4,0,9,23,2,0,23,31,0,2,0,0,5,0.262,166,0.373,0.482,0.856,129,68
dendema01,2017,1,DET,AL,4,7,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0.143,8,0.250,0.143,0.393,9,1
dermoma01,2017,1,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
descada01,2017,1,ARI,NL,130,344,47,80,16,5,10,51,4,0,48,89,0,4,0,2,6,0.233,398,0.332,0.395,0.727,82,136
deshide02,2017,1,TEX,AL,120,376,75,101,15,2,6,22,29,8,44,109,0,3,13,4,2,0.269,440,0.347,0.367,0.714,87,138
desmoia01,2017,1,COL,NL,95,339,47,93,11,1,7,40,15,4,24,87,1,4,2,4,13,0.274,373,0.326,0.375,0.701,73,127
despaod01,2017,1,MIA,NL,18,19,0,2,0,0,0,1,0,0,0,5,0,0,1,0,0,0.105,20,0.105,0.105,0.211,-43,2
devench02,2017,1,HOU,AL,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000,1,0.000,0.000,0.000,-100,0
deverra01,2017,1,BOS,AL,58,222,34,63,14,0,10,30,3,1,18,57,3,0,0,0,5,0.284,240,0.338,0.482,0.819,112,107
diazal02,2017,1,STL,NL,79,286,31,74,17,0,7,20,4,1,13,42,1,0,1,1,9,0.259,301,0.290,0.392,0.682,78,112
diazed04,2017,1,SEA,AL,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000,1,0.000,0.000,0.000,-100,0
diazel01,2017,1,PIT,NL,64,188,18,42,14,0,1,19,1,0,11,38,0,0,0,1,8,0.223,200,0.265,0.314,0.579,52,59
diazja01,2017,1,COL,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
diazju03,2017,1,TBR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
diazmi02,2017,1,SDP,NL,31,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000,4,0.000,0.000,0.000,-100,0
diazya01,2017,1,CLE,AL,49,156,25,41,8,1,0,13,2,0,21,35,0,1,0,1,5,0.263,179,0.352,0.327,0.679,80,51
dickeco01,2017,1,TBR,AL,150,588,84,166,33,4,27,62,4,3,35,152,6,3,0,2,11,0.282,629,0.325,0.490,0.815,120,288
dicker.01,2017,1,ATL,NL,30,61,0,9,0,0,0,5,0,0,0,12,0,0,7,0,0,0.148,68,0.148,0.148,0.295,-21,9
dicksok01,2017,1,LAD,NL,7,7,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0.143,9,0.333,0.143,0.476,34,1
diekmja01,2017,1,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
dietrde01,2017,1,MIA,NL,135,406,56,101,22,5,13,53,0,1,36,98,5,18,0,4,4,0.249,464,0.334,0.424,0.758,103,172
difowi01,2017,1,WSN,NL,124,332,47,90,10,4,5,21,10,1,24,74,6,1,5,3,7,0.271,365,0.319,0.370,0.690,78,123
donaljo02,2017,1,TOR,AL,113,415,65,112,21,0,33,78,2,2,76,111,1,3,0,2,5,0.270,496,0.385,0.559,0.944,144,232
doolise01,2017,1,WSN,NL,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
doziebr01,2017,1,MIN,AL,152,617,106,167,30,4,34,93,16,7,78,141,6,8,0,2,11,0.271,705,0.359,0.498,0.856,127,307
drakeol01,2017,1,MIL,NL,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
drewst01,2017,1,WSN,NL,46,95,9,24,7,0,1,17,0,0,8,21,0,0,0,3,2,0.253,106,0.302,0.358,0.660,70,34
drurybr01,2017,1,ARI,NL,135,445,41,119,37,2,13,63,1,1,28,103,1,5,0,2,9,0.267,480,0.317,0.447,0.764,89,199
dudalu01,2017,1,TBR,AL,52,171,20,30,7,0,13,27,0,0,23,62,2,4,0,2,3,0.175,200,0.285,0.444,0.729,96,76
dudalu01,2017,2,NYM,NL,75,252,30,62,21,0,17,37,0,0,37,73,4,2,0,0,6,0.246,291,0.347,0.532,0.879,129,134
duensbr01,2017,1,CHC,NL,65,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0.000,4,0.000,0.000,0.000,-100,0
duffety01,2017,1,MIN,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
duffyda01,2017,1,KCR,AL,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.500,2,0.500,0.500,1.000,168,1
dukeza01,2017,1,STL,NL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
dullry01,2017,1,OAK,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
dunnmi01,2017,1,COL,NL,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,0.000,0.000,0,0
duvalad01,2017,1,CIN,NL,157,587,78,146,37,3,31,99,5,3,39,170,1,10,0,11,11,0.249,647,0.301,0.480,0.782,100,282
dygesje01,2017,1,PHI,NL,14,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.000,2,0.000,0.000,0.000,-100,0
